"","station_nbr","date","tmax","tmin","tavg","dewpoint","wetbulb","heat","cool","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","eventdist"
"17734",17,"2014-06-14",88,67,78,67,71,0,13,0,0,29,29,12,17,12,0
"17754",17,"2014-06-15",87,66,77,70,72,0,12,0,0,29,29,8,16,9,0
"17774",17,"2014-06-16",91,75,83,70,75,0,18,0,0,29,29,13,18,14,0
"17794",17,"2014-06-17",92,77,85,72,76,0,20,0,0,29,29,13,18,13,0
"17814",17,"2014-06-18",93,77,85,72,75,0,20,0,0,29,29,11,18,12,0
"17834",17,"2014-06-19",85,72,79,71,73,0,14,0,0,29,30,7,18,8,0
"17854",17,"2014-06-20",93,72,83,71,74,0,18,0,0,29,30,3,20,4,0
"17874",17,"2014-06-21",94,71,83,70,74,0,18,0,0,29,29,4,19,4,0
"17894",17,"2014-06-22",93,70,82,70,73,0,17,0,0,29,29,6,20,6,0
"17914",17,"2014-06-23",83,68,76,67,69,0,11,0,0,29,29,3,1,3,0
"17934",17,"2014-06-24",90,64,77,66,70,0,12,0,0,29,30,0,21,2,0
"17954",17,"2014-06-25",92,69,81,68,72,0,16,0,0,29,30,3,17,4,0
"17974",17,"2014-06-26",88,70,79,70,73,0,14,0,0,29,29,7,18,8,0
"17994",17,"2014-06-27",87,75,81,70,73,0,16,0,0,29,29,11,17,11,0
"18014",17,"2014-06-28",85,68,77,72,74,0,12,0,0,29,29,8,18,8,0
"18034",17,"2014-06-29",93,77,85,74,77,0,20,0,0,29,29,10,18,10,0
"18054",17,"2014-06-30",95,76,86,71,75,0,21,0,0,29,29,11,19,11,0
"18074",17,"2014-07-01",92,72,82,68,72,0,17,0,0,29,29,1,34,3,0
"18094",17,"2014-07-02",85,64,75,60,66,0,10,0,0,29,30,5,2,5,0
"18114",17,"2014-07-03",86,61,74,55,62,0,9,0,0,29,30,4,5,4,0
"18134",17,"2014-07-04",91,62,77,65,69,0,12,0,0,29,30,3,16,4,0
"18154",17,"2014-07-05",93,72,83,69,73,0,18,0,0,29,30,9,18,9,0
"18174",17,"2014-07-06",98,74,86,70,75,0,21,0,0,29,29,10,20,10,0
"18194",17,"2014-07-07",102,76,89,69,75,0,24,0,0,29,29,9,20,9,1
"18214",17,"2014-07-08",96,73,85,68,73,0,20,0,0,29,29,2,1,5,2
"18234",17,"2014-07-09",93,67,80,65,70,0,15,0,0,29,30,1,17,3,3
"18254",17,"2014-07-10",78,66,72,68,69,0,7,0,1,29,30,3,12,6,4
"18274",17,"2014-07-11",94,68,81,69,73,0,16,0,0,29,30,6,19,7,3
"18294",17,"2014-07-12",96,70,83,67,72,0,18,0,0,29,30,5,20,5,2
"18314",17,"2014-07-13",101,69,85,68,73,0,20,0,0,29,29,3,22,4,1
"18334",17,"2014-07-14",93,72,83,69,73,0,18,0,0,29,29,4,2,4,0
"18354",17,"2014-07-15",80,59,70,55,62,0,5,0,0,29,30,4,1,4,0
"18374",17,"2014-07-16",74,58,66,60,62,0,1,0,0,29,30,0,14,1,0
"18394",17,"2014-07-17",67,62,65,63,63,0,0,0,0,29,30,4,9,5,0
"18414",17,"2014-07-18",76,58,67,61,63,0,2,0,0,29,30,2,10,3,0
"18434",17,"2014-07-19",79,58,69,62,65,0,4,0,0,29,30,1,20,1,0
"18454",17,"2014-07-20",87,61,74,66,69,0,9,0,0,29,30,6,17,6,0
"18474",17,"2014-07-21",93,68,81,72,75,0,16,0,0,29,30,6,18,6,0
"18494",17,"2014-07-22",95,71,83,74,77,0,18,0,0,29,30,2,18,2,0
"18514",17,"2014-07-23",93,69,81,73,75,0,16,0,0,29,30,1,2,3,0
"18534",17,"2014-07-24",91,67,79,72,74,0,14,0,0,29,30,3,14,3,0
"18554",17,"2014-07-25",95,72,84,73,76,0,19,0,0,29,29,10,19,10,0
"18574",17,"2014-07-26",99,75,87,72,77,0,22,0,0,29,29,8,20,9,0
"18594",17,"2014-07-27",94,72,83,69,74,0,18,0,0,29,30,2,1,5,1
"18614",17,"2014-07-28",89,66,78,62,68,0,13,0,0,29,30,3,2,4,2
"18634",17,"2014-07-29",92,63,78,64,69,0,13,0,0,29,30,1,13,2,3
"18654",17,"2014-07-30",76,68,72,68,69,0,7,0,1,29,30,1,17,4,4
"18674",17,"2014-07-31",76,67,72,68,NA,0,7,0,0,29,30,1,7,2,3
"18694",17,"2014-08-01",84,64,74,65,68,0,9,0,0,29,30,0,14,1,2
"18714",17,"2014-08-02",89,64,77,66,69,0,12,0,0,29,30,1,7,2,1
"18734",17,"2014-08-03",90,66,78,68,71,0,13,0,0,29,30,0,19,0,0
"18754",17,"2014-08-04",91,67,79,67,71,0,14,0,0,29,30,1,19,2,1
"18774",17,"2014-08-05",92,71,NA,67,71,NA,NA,0,0,29,NA,3,19,4,2
"18794",17,"2014-08-06",94,69,82,72,76,0,17,0,0,29,29,7,19,7,3
"18814",17,"2014-08-07",92,73,83,74,76,0,18,0,1,29,29,4,18,6,4
"18834",17,"2014-08-08",89,71,80,75,76,0,15,0,0,29,29,0,5,2,3
"18854",17,"2014-08-09",88,73,81,74,76,0,16,0,0,29,29,3,13,4,2
"18874",17,"2014-08-10",93,71,82,73,75,0,17,0,0,29,30,0,4,2,1
"18894",17,"2014-08-11",90,70,80,68,72,0,15,0,0,29,30,3,36,5,0
"18914",17,"2014-08-12",84,62,73,60,65,0,8,0,0,29,30,3,1,4,0
"18934",17,"2014-08-13",88,61,75,61,66,0,10,0,0,29,30,0,11,1,0
"18954",17,"2014-08-14",91,64,78,65,70,0,13,0,0,29,30,4,16,4,0
"18974",17,"2014-08-15",92,67,80,68,72,0,15,0,0,29,29,8,17,8,0
"18994",17,"2014-08-16",92,73,83,70,74,0,18,0,0,29,29,6,20,6,0
"19014",17,"2014-08-17",98,70,84,71,75,0,19,0,0,29,29,0,20,2,0
"19034",17,"2014-08-18",91,72,82,71,74,0,17,0,0,29,29,4,16,5,0
"19054",17,"2014-08-19",99,68,84,67,72,0,19,0,0,29,29,4,20,5,0
"19074",17,"2014-08-20",96,71,84,67,73,0,19,0,0,29,29,10,19,10,0
"19094",17,"2014-08-21",97,77,87,71,76,0,22,0,0,29,29,9,18,9,0
"19114",17,"2014-08-22",102,74,88,69,75,0,23,0,0,29,29,7,19,8,0
"19134",17,"2014-08-23",101,70,86,66,73,0,21,0,0,29,29,6,18,7,0
"19154",17,"2014-08-24",102,69,86,67,73,0,21,0,0,29,29,6,18,6,0
"19174",17,"2014-08-25",101,71,86,67,73,0,21,0,0,29,29,3,14,4,0
"19194",17,"2014-08-26",98,72,85,69,74,0,20,0,0,29,30,2,13,3,0
"19214",17,"2014-08-27",97,70,84,68,73,0,19,0,0,29,30,2,14,3,0
"19234",17,"2014-08-28",96,70,83,65,71,0,18,0,0,29,29,6,17,6,0
"19254",17,"2014-08-29",91,70,81,67,72,0,16,0,0,29,29,5,19,6,0
"19274",17,"2014-08-30",97,71,84,68,73,0,19,0,0,29,29,3,16,4,1
"19294",17,"2014-08-31",98,70,84,68,74,0,19,0,0,29,29,10,18,10,2
"19314",17,"2014-09-01",98,70,84,70,74,0,19,0,0,29,29,10,17,11,3
"19334",17,"2014-09-02",83,67,75,68,70,0,10,0,1,29,29,4,13,7,4
"19354",17,"2014-09-03",95,72,84,70,74,0,19,0,0,29,29,9,17,9,3
"19374",17,"2014-09-04",97,77,87,68,74,0,22,0,0,29,29,9,19,9,2
"19394",17,"2014-09-05",97,69,83,67,72,0,18,0,0,29,30,1,26,6,1
"19414",17,"2014-09-06",74,62,68,62,64,0,3,0,0,29,30,7,2,6,0
"19434",17,"2014-09-07",80,61,71,62,65,0,6,0,0,29,30,1,3,3,0
"19454",17,"2014-09-08",89,63,76,67,70,0,11,0,0,29,30,5,18,5,0
"19474",17,"2014-09-09",97,75,86,69,74,0,21,0,0,29,29,10,18,11,0
"19494",17,"2014-09-10",91,71,81,68,72,0,16,0,0,29,29,3,23,11,0
"19514",17,"2014-09-11",74,63,69,59,63,0,4,0,0,29,30,11,2,11,0
"19534",17,"2014-09-12",63,54,59,53,55,6,0,0,0,29,30,10,1,10,0
"19554",17,"2014-09-13",64,51,58,47,52,7,0,0,0,29,30,4,5,6,0
"19574",17,"2014-09-14",80,51,66,57,61,0,1,0,0,29,30,3,18,4,0
"19594",17,"2014-09-15",87,68,78,66,69,0,13,0,0,29,30,5,20,6,0
"19614",17,"2014-09-16",78,67,73,65,67,0,8,0,0,29,30,3,2,4,0
"19634",17,"2014-09-17",93,65,79,69,72,0,14,0,0,29,29,5,19,5,0
"19654",17,"2014-09-18",85,65,75,66,68,0,10,0,0,29,29,2,9,5,0
"19674",17,"2014-09-19",83,65,74,68,70,0,9,0,0,29,29,3,14,4,0
"19694",17,"2014-09-20",88,65,77,68,70,0,12,0,0,29,30,4,19,4,0
"19714",17,"2014-09-21",84,62,73,59,65,0,8,0,0,29,30,4,2,4,0
"19734",17,"2014-09-22",79,54,67,52,58,0,2,0,0,29,30,2,6,3,0
"19754",17,"2014-09-23",79,52,66,52,58,0,1,0,0,29,30,5,15,5,0
"19774",17,"2014-09-24",83,57,70,52,59,0,5,0,0,29,30,4,16,4,0
"19794",17,"2014-09-25",84,56,70,55,61,0,5,0,0,29,30,2,18,2,0
"19814",17,"2014-09-26",84,60,72,58,63,0,7,0,0,29,30,2,16,3,0
"19834",17,"2014-09-27",85,57,71,59,63,0,6,0,0,29,30,3,13,3,0
"19854",17,"2014-09-28",86,57,72,60,64,0,7,0,0,29,30,1,13,2,0
"19874",17,"2014-09-29",87,58,73,59,64,0,8,0,0,29,30,1,13,2,1
"19894",17,"2014-09-30",87,58,73,62,66,0,8,0,0,29,29,6,17,7,2
"19914",17,"2014-10-01",93,69,81,67,71,0,16,0,0,29,29,12,18,11,3
"19934",17,"2014-10-02",78,61,70,64,67,0,5,0,1,29,29,2,21,8,4
"19954",17,"2014-10-03",67,43,55,45,51,10,0,0,0,29,30,4,34,5,3
"19974",17,"2014-10-04",74,38,56,39,48,9,0,0,0,29,30,1,20,2,2
"19994",17,"2014-10-05",86,48,67,49,56,0,2,0,0,29,29,0,22,2,1
"20014",17,"2014-10-06",83,52,68,53,59,0,3,0,0,29,29,2,21,3,0
"20034",17,"2014-10-07",90,62,76,65,68,0,11,0,0,29,29,2,17,3,1
"20054",17,"2014-10-08",87,67,77,68,71,0,12,0,0,29,29,7,17,7,0
"20074",17,"2014-10-09",88,69,79,68,71,0,14,0,0,29,29,6,18,6,3
"20094",17,"2014-10-10",77,53,65,60,62,0,0,0,1,29,29,5,3,9,1
"20114",17,"2014-10-11",56,50,53,51,52,12,0,0,0,29,30,7,2,7,2
"20134",17,"2014-10-12",66,54,60,55,56,5,0,0,0,29,29,7,17,7,3
"20154",17,"2014-10-13",66,56,61,55,57,4,0,0,1,29,29,2,30,6,4
"20174",17,"2014-10-14",71,46,59,43,51,6,0,0,0,29,29,3,31,5,3
"20194",17,"2014-10-15",74,41,58,44,50,7,0,0,0,29,30,0,25,1,2
"20214",17,"2014-10-16",86,45,66,50,56,0,1,0,0,29,29,4,19,5,1
"20234",17,"2014-10-17",78,53,66,49,56,0,1,0,0,29,29,6,1,6,0
"20254",17,"2014-10-18",69,49,59,47,52,6,0,0,0,29,30,4,1,4,0
"20274",17,"2014-10-19",73,45,59,50,54,6,0,0,0,29,30,4,18,4,0
"20294",17,"2014-10-20",77,56,67,57,60,0,2,0,0,29,30,1,13,2,0
"20314",17,"2014-10-21",82,56,69,60,62,0,4,0,0,29,30,1,13,1,0
"20334",17,"2014-10-22",79,56,68,58,62,0,3,0,0,29,30,5,17,5,0
"20354",17,"2014-10-23",70,59,65,57,60,0,0,0,0,29,30,5,17,5,0
"20374",17,"2014-10-24",82,55,69,59,62,0,4,0,0,29,30,5,19,5,0
"20394",17,"2014-10-25",88,57,73,61,64,0,8,0,0,29,30,2,19,2,0
"20414",17,"2014-10-26",88,57,73,58,64,0,8,0,0,29,29,8,19,9,0
"20434",17,"2014-10-27",82,67,75,57,63,0,10,0,0,29,29,8,20,10,0
"20454",17,"2014-10-28",70,45,58,44,51,7,0,0,0,29,30,3,2,4,0
"20474",17,"2014-10-29",73,39,56,42,48,9,0,0,0,29,30,0,19,1,0
"20494",17,"2014-10-30",77,43,60,41,50,5,0,0,0,29,30,2,32,5,0
"20514",17,"2014-10-31",59,34,47,32,41,18,0,0,0,29,30,9,1,9,0
"17",18,"2012-01-01",59,40,50,28,40,15,0,0,0,29,30,9,33,8,0
"36",18,"2012-01-02",53,35,44,23,36,21,0,0,0,30,30,6,35,6,0
"55",18,"2012-01-03",59,30,45,25,37,20,0,0,0,29,30,8,17,9,0
"74",18,"2012-01-04",62,37,50,33,41,15,0,0,0,29,30,0,15,5,0
"93",18,"2012-01-05",66,35,51,33,42,14,0,0,0,29,30,2,18,2,0
"112",18,"2012-01-06",73,48,61,46,53,4,0,0,0,29,29,8,19,9,1
"131",18,"2012-01-07",61,44,53,41,47,12,0,0,0,29,29,4,31,6,2
"150",18,"2012-01-08",58,40,49,45,48,16,0,0,0,29,30,3,2,4,3
"169",18,"2012-01-09",51,44,48,43,45,17,0,0,1,29,30,8,36,9,4
"188",18,"2012-01-10",46,42,44,41,43,21,0,0,0,29,29,8,31,8,3
"207",18,"2012-01-11",65,36,51,39,45,14,0,0,0,29,29,3,34,8,2
"226",18,"2012-01-12",42,29,36,14,29,29,0,0,0,29,30,12,32,12,1
"245",18,"2012-01-13",56,28,42,24,35,23,0,0,0,29,30,3,20,3,0
"264",18,"2012-01-14",67,37,52,28,40,13,0,0,0,29,30,2,19,4,0
"283",18,"2012-01-15",65,38,52,37,46,13,0,0,0,29,30,12,17,13,0
"302",18,"2012-01-16",70,61,66,57,61,0,1,0,0,29,29,13,20,13,0
"321",18,"2012-01-17",68,38,53,35,44,12,0,0,0,29,30,9,35,12,0
"340",18,"2012-01-18",55,30,43,26,37,22,0,0,0,29,30,2,14,5,0
"359",18,"2012-01-19",73,40,57,37,46,8,0,0,0,29,29,3,14,5,0
"378",18,"2012-01-20",78,47,63,51,56,2,0,0,0,29,29,4,19,10,0
"397",18,"2012-01-21",51,37,44,33,39,21,0,0,0,29,29,5,36,9,1
"416",18,"2012-01-22",80,46,63,43,52,2,0,0,0,29,29,7,22,14,1
"435",18,"2012-01-23",62,39,51,32,43,14,0,0,0,29,30,1,36,3,2
"454",18,"2012-01-24",69,42,56,39,47,9,0,0,1,29,29,10,10,10,3
"473",18,"2012-01-25",52,47,50,46,47,15,0,0,3,29,29,10,36,11,4
"492",18,"2012-01-26",62,44,53,41,46,12,0,0,0,29,29,8,32,8,3
"511",18,"2012-01-27",67,36,52,39,46,13,0,0,0,29,29,3,20,9,2
"530",18,"2012-01-28",53,36,45,26,37,20,0,0,0,29,30,8,36,9,1
"549",18,"2012-01-29",61,31,46,29,39,19,0,0,0,29,30,4,19,5,0
"568",18,"2012-01-30",68,42,55,43,50,10,0,0,0,29,30,10,18,11,0
"587",18,"2012-01-31",75,58,67,56,59,0,2,0,0,29,30,10,18,11,0
"606",18,"2012-02-01",73,52,63,55,58,2,0,0,0,29,30,1,29,4,0
"625",18,"2012-02-02",73,48,61,55,58,4,0,0,0,29,30,8,12,9,0
"644",18,"2012-02-03",74,55,65,61,63,0,0,0,0,29,29,8,17,13,0
"663",18,"2012-02-04",56,44,50,39,45,15,0,0,0,29,30,14,34,15,0
"682",18,"2012-02-05",47,36,42,33,39,23,0,0,0,29,30,9,35,9,0
"701",18,"2012-02-06",55,34,45,33,40,20,0,0,0,29,30,1,2,2,0
"720",18,"2012-02-07",60,45,53,40,46,12,0,0,0,29,30,2,36,4,0
"739",18,"2012-02-08",47,41,44,35,40,21,0,0,0,29,30,6,35,7,0
"758",18,"2012-02-09",56,34,45,37,42,20,0,0,0,29,30,5,15,5,0
"777",18,"2012-02-10",58,35,47,38,44,18,0,0,0,29,30,7,34,11,0
"796",18,"2012-02-11",38,29,34,15,28,31,0,0,0,30,30,11,1,11,0
"815",18,"2012-02-12",43,28,36,17,30,29,0,0,0,29,30,6,12,8,0
"834",18,"2012-02-13",46,34,40,37,39,25,0,0,0,29,30,7,14,8,0
"853",18,"2012-02-14",65,45,55,47,49,10,0,0,0,29,29,10,13,11,0
"872",18,"2012-02-15",76,50,63,44,52,2,0,0,0,29,29,2,19,7,1
"891",18,"2012-02-16",58,43,51,42,46,14,0,0,0,29,30,5,36,6,2
"910",18,"2012-02-17",64,47,56,45,50,9,0,0,0,29,30,2,8,4,3
"929",18,"2012-02-18",53,46,50,46,47,15,0,0,1,29,29,8,2,9,4
"948",18,"2012-02-19",57,38,48,41,44,17,0,0,0,29,30,2,31,6,3
"967",18,"2012-02-20",64,43,54,42,48,11,0,0,0,29,30,9,17,13,2
"986",18,"2012-02-21",71,35,53,38,47,12,0,0,0,29,30,6,19,6,1
"1005",18,"2012-02-22",79,55,67,42,54,0,2,0,0,29,29,6,23,8,0
"1024",18,"2012-02-23",82,54,68,36,52,0,3,0,0,29,29,6,30,12,0
"1043",18,"2012-02-24",59,44,52,21,40,13,0,0,0,29,30,11,36,11,0
"1062",18,"2012-02-25",65,37,51,24,40,14,0,0,0,29,30,6,19,7,0
"1081",18,"2012-02-26",67,40,54,39,47,11,0,0,0,29,30,13,17,13,0
"1100",18,"2012-02-27",71,57,64,49,55,1,0,0,0,29,30,7,11,8,0
"1119",18,"2012-02-28",74,60,67,59,62,0,2,0,0,29,29,14,16,15,0
"1138",18,"2012-02-29",77,53,65,36,52,0,0,0,0,29,29,4,28,5,0
"1157",18,"2012-03-01",83,48,66,51,58,0,1,0,0,29,29,9,18,9,0
"1176",18,"2012-03-02",72,53,63,43,53,2,0,0,0,29,29,7,32,12,0
"1195",18,"2012-03-03",62,44,53,29,43,12,0,0,0,29,30,5,34,6,0
"1214",18,"2012-03-04",75,38,57,27,44,8,0,0,0,29,30,3,23,3,0
"1233",18,"2012-03-05",79,47,63,35,49,2,0,0,0,29,30,7,18,8,0
"1252",18,"2012-03-06",72,54,63,49,56,2,0,0,0,29,30,19,17,19,0
"1271",18,"2012-03-07",71,64,68,59,62,0,3,0,0,29,29,18,16,18,0
"1290",18,"2012-03-08",72,44,58,53,55,7,0,0,0,29,30,3,2,14,0
"1309",18,"2012-03-09",54,42,48,31,41,17,0,0,0,29,30,10,4,11,0
"1328",18,"2012-03-10",54,48,51,40,45,14,0,0,0,29,30,5,9,6,0
"1347",18,"2012-03-11",64,50,57,50,53,8,0,0,0,29,30,5,17,7,0
"1366",18,"2012-03-12",80,53,67,54,59,0,2,0,0,29,29,10,17,10,0
"1385",18,"2012-03-13",77,62,70,63,65,0,5,0,0,29,30,10,17,10,0
"1404",18,"2012-03-14",77,67,72,63,66,0,7,0,0,29,30,12,18,12,0
"1423",18,"2012-03-15",80,67,74,64,67,0,9,0,0,29,30,11,18,12,0
"1442",18,"2012-03-16",80,68,74,64,67,0,9,0,0,29,30,13,18,13,1
"1461",18,"2012-03-17",80,66,73,61,66,0,8,0,0,29,29,15,17,16,1
"1480",18,"2012-03-18",76,68,72,63,66,0,7,0,0,29,29,16,17,16,2
"1499",18,"2012-03-19",81,57,69,61,64,0,4,0,2,29,29,15,17,18,3
"1518",18,"2012-03-20",65,51,58,52,55,7,0,0,2,29,29,1,6,5,4
"1537",18,"2012-03-21",66,52,59,43,51,6,0,0,0,29,29,8,19,10,3
"1556",18,"2012-03-22",73,50,62,48,52,3,0,0,0,29,29,4,24,9,2
"1575",18,"2012-03-23",75,49,62,46,53,3,0,0,0,29,29,1,28,3,1
"1594",18,"2012-03-24",81,51,66,52,58,0,1,0,0,29,30,3,13,4,0
"1613",18,"2012-03-25",83,56,70,54,60,0,5,0,0,29,30,2,14,3,0
"1632",18,"2012-03-26",83,58,71,55,62,0,6,0,0,29,30,7,16,7,0
"1651",18,"2012-03-27",82,61,72,56,62,0,7,0,0,29,29,10,18,10,0
"1670",18,"2012-03-28",77,64,71,61,65,0,6,0,0,29,29,9,17,9,0
"1689",18,"2012-03-29",80,62,71,63,65,0,6,0,0,29,29,7,16,8,0
"1708",18,"2012-03-30",83,68,76,66,68,0,11,0,0,29,29,9,16,10,0
"1727",18,"2012-03-31",85,66,76,65,69,0,11,0,0,29,29,9,17,9,0
"1746",18,"2012-04-01",87,68,78,66,70,0,13,0,0,29,29,15,17,14,0
"1765",18,"2012-04-02",84,68,76,65,68,0,11,0,0,29,29,14,14,15,0
"1784",18,"2012-04-03",78,62,70,65,66,0,5,0,0,29,29,4,12,8,0
"1803",18,"2012-04-04",75,58,67,54,59,0,2,0,0,29,29,4,32,6,0
"1822",18,"2012-04-05",76,55,66,52,58,0,1,0,0,29,29,5,35,6,0
"1841",18,"2012-04-06",79,55,67,55,60,0,2,0,0,29,29,5,11,5,0
"1860",18,"2012-04-07",83,61,72,60,64,0,7,0,0,29,30,7,14,9,0
"1879",18,"2012-04-08",73,61,67,61,63,0,2,0,0,29,30,4,7,5,0
"1898",18,"2012-04-09",76,59,68,62,64,0,3,0,0,29,30,4,12,5,0
"1917",18,"2012-04-10",84,64,74,61,66,0,9,0,0,29,30,3,21,4,0
"1936",18,"2012-04-11",83,64,74,61,65,0,9,0,0,29,30,6,13,7,0
"1955",18,"2012-04-12",79,62,71,61,65,0,6,0,0,29,29,15,14,15,0
"1974",18,"2012-04-13",81,65,73,63,67,0,8,0,0,29,29,14,17,14,0
"1993",18,"2012-04-14",81,71,76,66,69,0,11,0,0,29,29,20,17,20,0
"2012",18,"2012-04-15",76,59,68,56,61,0,3,0,0,29,29,6,19,9,0
"2031",18,"2012-04-16",75,55,65,47,56,0,0,0,0,29,30,5,6,5,0
"2050",18,"2012-04-17",79,53,66,50,57,0,1,0,0,29,30,3,9,4,0
"2069",18,"2012-04-18",79,56,68,52,59,0,3,0,0,29,30,10,15,10,0
"2088",18,"2012-04-19",82,60,71,51,60,0,6,0,0,29,29,13,17,13,0
"2107",18,"2012-04-20",71,56,64,54,59,1,0,0,0,29,29,6,36,11,0
"2126",18,"2012-04-21",75,48,62,44,53,3,0,0,0,29,30,5,35,6,0
"2145",18,"2012-04-22",82,52,67,45,56,0,2,0,0,29,30,6,36,7,0
"2164",18,"2012-04-23",76,52,64,40,52,1,0,0,0,29,30,1,3,3,0
"2183",18,"2012-04-24",86,55,71,49,59,0,6,0,0,29,29,9,19,9,0
"2202",18,"2012-04-25",89,66,78,62,68,0,13,0,0,29,29,15,18,15,0
"2221",18,"2012-04-26",88,70,79,65,70,0,14,0,0,29,29,12,17,13,0
"2240",18,"2012-04-27",89,69,79,62,68,0,14,0,0,29,29,17,18,18,0
"2259",18,"2012-04-28",88,69,79,62,68,0,14,0,0,29,29,16,18,17,0
"2278",18,"2012-04-29",87,69,78,63,68,0,13,0,0,29,29,14,16,15,0
"2297",18,"2012-04-30",86,72,79,67,71,0,14,0,0,29,29,14,18,14,0
"2316",18,"2012-05-01",87,70,79,65,70,0,14,0,0,29,29,18,18,18,0
"2335",18,"2012-05-02",87,72,80,66,70,0,15,0,0,29,29,11,18,12,0
"2354",18,"2012-05-03",91,71,81,66,71,0,16,0,0,29,29,10,17,11,0
"2373",18,"2012-05-04",92,73,83,67,72,0,18,0,0,29,29,9,16,11,0
"2392",18,"2012-05-05",93,69,81,66,71,0,16,0,0,29,29,12,16,12,0
"2411",18,"2012-05-06",90,75,83,65,71,0,18,0,0,29,29,11,17,12,0
"2430",18,"2012-05-07",90,69,80,66,70,0,15,0,0,29,29,4,33,8,0
"2449",18,"2012-05-08",75,67,71,61,64,0,6,0,0,29,29,6,35,8,0
"2468",18,"2012-05-09",83,62,73,49,60,0,8,0,0,29,29,4,5,5,0
"2487",18,"2012-05-10",82,61,72,51,61,0,7,0,0,29,29,8,14,9,0
"2506",18,"2012-05-11",75,64,70,63,65,0,5,0,0,29,29,4,10,7,0
"2525",18,"2012-05-12",72,63,68,60,63,0,3,0,0,29,30,4,2,4,0
"2544",18,"2012-05-13",82,62,72,58,64,0,7,0,0,29,30,4,36,6,0
"2563",18,"2012-05-14",85,62,74,56,63,0,9,0,0,29,30,3,4,5,0
"2582",18,"2012-05-15",86,65,76,52,62,0,11,0,0,29,30,3,5,5,0
"2601",18,"2012-05-16",88,65,77,54,63,0,12,0,0,29,30,1,15,3,0
"2620",18,"2012-05-17",90,68,79,55,64,0,14,0,0,29,29,4,16,5,0
"2639",18,"2012-05-18",89,68,79,56,65,0,14,0,0,29,29,12,17,13,0
"2658",18,"2012-05-19",89,68,79,60,67,0,14,0,0,29,29,15,17,15,0
"2677",18,"2012-05-20",88,71,80,59,66,0,15,0,0,29,30,4,14,7,0
"2696",18,"2012-05-21",90,68,79,59,67,0,14,0,0,29,30,2,3,4,0
"2715",18,"2012-05-22",94,69,82,57,66,0,17,0,0,29,29,5,13,7,0
"2734",18,"2012-05-23",92,74,83,62,69,0,18,0,0,29,29,16,17,17,0
"2753",18,"2012-05-24",94,75,85,67,72,0,20,0,0,29,29,18,18,18,0
"2772",18,"2012-05-25",95,74,85,67,73,0,20,0,0,29,29,17,17,18,0
"2791",18,"2012-05-26",92,76,84,66,72,0,19,0,0,29,29,14,17,15,0
"2810",18,"2012-05-27",93,72,83,62,69,0,18,0,0,29,29,14,18,15,0
"2829",18,"2012-05-28",95,70,83,66,71,0,18,0,0,29,29,8,17,11,0
"2848",18,"2012-05-29",96,69,83,67,72,0,18,0,0,29,29,8,16,9,0
"2867",18,"2012-05-30",94,68,81,63,69,0,16,0,0,29,29,6,13,12,0
"2886",18,"2012-05-31",86,68,77,60,66,0,12,0,0,29,29,5,35,8,0
"2906",18,"2012-06-01",86,62,74,51,61,0,9,0,0,29,29,5,10,6,0
"2926",18,"2012-06-02",97,71,84,61,69,0,19,0,0,29,29,10,18,11,0
"2946",18,"2012-06-03",96,76,86,67,73,0,21,0,0,29,29,11,18,11,1
"2966",18,"2012-06-04",94,76,85,69,74,0,20,0,0,29,29,7,17,8,2
"2986",18,"2012-06-05",97,76,87,66,72,0,22,0,0,29,29,2,2,6,3
"3006",18,"2012-06-06",96,68,82,68,71,0,17,0,1,29,29,9,10,11,4
"3026",18,"2012-06-07",76,69,73,66,68,0,8,0,0,29,29,4,8,5,3
"3046",18,"2012-06-08",87,70,79,61,67,0,14,0,0,29,29,5,9,6,2
"3066",18,"2012-06-09",91,69,80,66,71,0,15,0,0,29,29,8,14,9,1
"3086",18,"2012-06-10",93,75,84,68,73,0,19,0,0,29,29,14,17,15,0
"3106",18,"2012-06-11",97,78,88,71,76,0,23,0,0,29,29,12,18,13,0
"3126",18,"2012-06-12",91,74,83,65,70,0,18,0,0,29,29,5,11,8,0
"3146",18,"2012-06-13",90,71,81,67,71,0,16,0,0,29,29,9,13,10,0
"3166",18,"2012-06-14",95,78,87,70,74,0,22,0,0,29,29,13,15,14,0
"3186",18,"2012-06-15",92,71,82,70,74,0,17,0,0,29,29,10,15,12,0
"3206",18,"2012-06-16",94,75,85,68,73,0,20,0,0,29,29,12,15,13,0
"3226",18,"2012-06-17",91,74,83,68,73,0,18,0,0,29,29,9,17,9,0
"3246",18,"2012-06-18",93,76,85,66,72,0,20,0,0,29,29,14,16,15,0
"3266",18,"2012-06-19",93,76,85,69,73,0,20,0,0,29,29,18,16,19,0
"3286",18,"2012-06-20",93,76,85,68,73,0,20,0,0,29,29,15,16,15,0
"3306",18,"2012-06-21",95,75,85,66,72,0,20,0,0,29,29,3,14,5,0
"3326",18,"2012-06-22",98,76,87,66,73,0,22,0,0,29,29,2,7,4,0
"3346",18,"2012-06-23",97,80,89,65,73,0,24,0,0,29,29,7,13,7,0
"3366",18,"2012-06-24",100,75,88,63,72,0,23,0,0,29,29,2,13,3,0
"3386",18,"2012-06-25",104,76,90,64,73,0,25,0,0,29,29,0,9,2,0
